area,year,f1units,f1change,f1value,f1valchange,f24units,f24change,f24value,f24valchange,f5units,f5change,f5value,f5valchange
"Kimble",1988,5,150,35300,-1.4,0,0,0,0,0,0,0,0
"Kimble",1989,3,-40,31300,-11.3,30,0,3300,0,0,0,0,0
"Kimble",1990,4,33.3,38500,23,0,-100,0,-100,0,0,0,0
"Kimble",1991,2,-50,37500,-2.6,0,0,0,0,0,0,0,0
"Kimble",1992,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kimble",1993,1,0,40000,0,0,0,0,0,0,0,0,0
"Kimble",1994,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kimble",1995,7,0,25100,0,0,0,0,0,0,0,0,0
"Kimble",1996,4,-42.9,112500,348.2,0,0,0,0,0,0,0,0
"Kimble",1997,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kimble",1998,1,0,70000,0,0,0,0,0,0,0,0,0
"Kimble",1999,3,200,94000,34.3,0,0,0,0,0,0,0,0
"Kimble",2000,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kimble",2001,1,0,140000,0,0,0,0,0,0,0,0,0
"Kimble",2002,2,100,140000,0,0,0,0,0,0,0,0,0
"Kimble",2003,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kimble",2004,5,0,42000,0,0,0,0,0,0,0,0,0
"Kimble",2005,13,160,46000,9.5,0,0,0,0,0,0,0,0
"Kimble",2006,1,-92.3,175000,280.4,0,0,0,0,0,0,0,0
"Kimble",2007,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kimble",2008,4,0,115000,0,0,0,0,0,0,0,0,0
"Kimble",2009,1,-75,175000,52.2,0,0,0,0,0,0,0,0
"Kimble",2010,1,0,126600,-27.7,0,0,0,0,0,0,0,0
"Kimble",2011,1,0,175000,38.2,0,0,0,0,0,0,0,0
"Kimble",2012,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kimble",2013,2,0,213700,0,0,0,0,0,0,0,0,0
"Kimble",2014,2,0,213700,0,3,0,0,0,0,0,0,0
"Kimble",2015,0,-100,0,-100,0,-100,0,0,0,0,0,0
"Kimble",2016,0,0,0,0,0,0,0,0,0,0,0,0
"Kimble",2017,2,0,200000,0,0,0,0,0,0,0,0,0
"Kinney",1980,7,null,23400,null,0,null,0,null,0,null,0,null
"Kinney",1981,2,null,43100,null,0,null,0,null,0,null,0,null
"Kinney",1982,2,null,30000,null,0,null,0,null,0,null,0,null
"Kinney",1983,1,null,12000,null,0,null,0,null,0,null,0,null
"Kinney",1984,1,null,13000,null,0,null,0,null,0,null,0,null
"Kinney",1985,2,null,7200,null,0,null,0,null,0,null,0,null
"Kinney",1986,2,null,54600,null,0,null,0,null,0,null,0,null
"Kinney",1987,2,null,54600,null,0,null,0,null,0,null,0,null
"Kinney",1988,2,null,54600,null,0,null,0,null,0,null,0,null
"Kinney",1989,2,null,62900,null,0,null,0,null,0,null,0,null
"Kinney",1990,2,null,62900,null,0,null,0,null,0,null,0,null
"Kinney",1991,2,null,62900,null,0,null,0,null,0,null,0,null
"Kinney",1992,2,null,62900,null,0,null,0,null,0,null,0,null
"Kinney",1993,2,0,5500,-91.3,0,null,0,null,0,null,0,null
"Kinney",1994,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kinney",1995,0,0,0,0,0,0,0,0,0,0,0,0
"Kinney",1996,2,0,52500,0,0,0,0,0,0,0,0,0
"Kinney",1997,2,0,26500,-49.5,0,0,0,0,0,0,0,0
"Kinney",1998,1,-50,67000,152.8,0,0,0,0,0,0,0,0
"Kinney",1999,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kinney",2000,3,0,109000,0,0,0,0,0,0,0,0,0
"Kinney",2001,2,-33.3,117400,7.7,0,0,0,0,0,0,0,0
"Kinney",2002,2,0,121800,3.7,0,0,0,0,0,0,0,0
"Kinney",2003,2,0,121800,0,0,0,0,0,0,0,0,0
"Kinney",2004,2,0,131000,7.6,0,0,0,0,0,0,0,0
"Kinney",2005,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kinney",2006,1,0,159000,0,0,0,0,0,0,0,0,0
"Kinney",2007,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kinney",2008,0,0,0,0,0,0,0,0,0,0,0,0
"Kinney",2009,0,0,0,0,0,0,0,0,0,0,0,0
"Kinney",2010,0,0,0,0,0,0,0,0,0,0,0,0
"Kinney",2011,0,0,0,0,0,0,0,0,0,0,0,0
"Kinney",2012,0,0,0,0,0,0,0,0,0,0,0,0
"Kinney",2013,1,0,205200,0,0,0,0,0,0,0,0,0
"Kinney",2014,1,0,215600,5.1,0,0,0,0,0,0,0,0
"Kinney",2015,2,100,195200,-9.5,0,0,0,0,0,0,0,0
"Kinney",2016,0,-100,0,-100,0,0,0,0,0,0,0,0
"Kinney",2017,1,0,206000,0,0,0,0,0,0,0,0,0
"Kleberg",1980,28,null,53800,null,2,null,31500,null,0,null,0,null
"Kleberg",1981,30,7.1,52900,-1.7,2,0,6500,-79.4,0,0,0,0
"Kleberg",1982,38,26.7,55900,5.7,8,300,12800,96.9,7,0,40000,0
"Kleberg",1983,54,42.1,50700,-9.3,4,-50,22500,75.8,129,1742.9,23400,-41.5
"Kleberg",1984,30,-44.4,53100,4.7,4,0,21200,-5.8,134,3.9,23500,0.4
"Kleberg",1985,30,0,33900,-36.2,0,-100,0,-100,28,-79.1,23900,1.7
"Kleberg",1986,20,-33.3,51400,51.6,15,0,5900,0,14,-50,12200,-49
"Kleberg",1987,7,-65,46900,-8.8,0,-100,0,-100,0,-100,0,-100
"Kleberg",1988,8,14.3,56600,20.7,0,0,0,0,0,0,0,0
"Kleberg",1989,3,-62.5,46700,-17.5,0,0,0,0,0,0,0,0
"Kleberg",1990,6,100,53000,13.5,0,0,0,0,0,0,0,0
"Kleberg",1991,28,366.7,41500,-21.7,0,0,0,0,0,0,0,0
"Kleberg",1992,6,-78.6,100000,141,0,0,0,0,0,0,0,0
"Kleberg",1993,15,150,69000,-31,0,0,0,0,0,0,0,0
"Kleberg",1994,18,20,113100,63.9,0,0,0,0,0,0,0,0
"Kleberg",1995,32,77.8,58800,-48,0,0,0,0,0,0,0,0
"Kleberg",1996,20,-37.5,76800,30.6,0,0,0,0,0,0,0,0
"Kleberg",1997,11,-45,77100,0.4,0,0,0,0,0,0,0,0
"Kleberg",1998,11,0,77100,0,0,0,0,0,0,0,0,0
"Kleberg",1999,12,9.1,77100,0,0,0,0,0,0,0,0,0
"Kleberg",2000,11,-8.3,77100,0,0,0,0,0,0,0,0,0
"Kleberg",2001,11,0,77100,0,0,0,0,0,0,0,0,0
"Kleberg",2002,8,-27.3,117600,52.5,0,0,0,0,0,0,0,0
"Kleberg",2003,9,12.5,81900,-30.4,0,0,0,0,0,0,0,0
"Kleberg",2004,6,-33.3,100000,22.1,0,0,0,0,0,0,0,0
"Kleberg",2005,7,16.7,100000,0,0,0,0,0,0,0,0,0
"Kleberg",2006,40,471.4,119000,19,0,0,0,0,0,0,0,0
"Kleberg",2007,33,-17.5,119000,0,0,0,0,0,0,0,0,0
"Kleberg",2008,26,-21.2,70800,-40.5,0,0,0,0,0,0,0,0
"Kleberg",2009,30,15.4,133400,88.4,0,0,0,0,0,0,0,0
"Kleberg",2010,19,-36.7,113400,-15,0,0,0,0,0,0,0,0
"Kleberg",2011,18,-5.3,241600,113.1,4,0,55000,0,19,0,69100,0
"Kleberg",2012,19,5.6,241600,0,4,0,55000,0,28,47.4,69100,0
"Kleberg",2013,37,94.7,191500,-20.7,0,-100,0,-100,386,1278.6,35100,-49.2
"Kleberg",2014,36,-2.7,161400,-15.7,0,0,0,0,0,-100,0,-100
"Kleberg",2015,44,22.2,167000,3.5,11,0,68900,0,0,0,0,0
"Kleberg",2016,9,-79.5,163400,-2.2,0,-100,0,-100,0,0,0,0
"Kleberg",2017,5,-44.4,100800,-38.3,0,0,0,0,0,0,0,0
"Knox",1980,6,null,36700,null,0,null,0,null,0,null,0,null
"Knox",1981,7,16.7,39700,8.2,0,0,0,0,0,0,0,0
"Knox",1982,3,-57.1,37700,-5,0,0,0,0,0,0,0,0
"Knox",1983,4,33.3,67200,78.2,0,0,0,0,0,0,0,0
"Knox",1984,7,75,58600,-12.8,0,0,0,0,0,0,0,0
"Knox",1985,2,-71.4,49000,-16.4,0,0,0,0,0,0,0,0
"Knox",1986,2,0,52500,7.1,0,0,0,0,0,0,0,0
"Knox",1987,0,-100,0,-100,0,0,0,0,0,0,0,0
"Knox",1988,2,0,47500,0,0,0,0,0,0,0,0,0
"Knox",1989,0,-100,0,-100,0,0,0,0,0,0,0,0
"Knox",1990,0,0,0,0,0,0,0,0,0,0,0,0
"Knox",1991,0,0,0,0,0,0,0,0,0,0,0,0
"Knox",1992,0,0,0,0,0,0,0,0,0,0,0,0
"Knox",1993,0,0,0,0,0,0,0,0,0,0,0,0
"Knox",1994,0,0,0,0,0,0,0,0,0,0,0,0
"Knox",2012,0,0,0,0,0,0,0,0,0,0,0,0
"Knox",2013,0,0,0,0,0,0,0,0,0,0,0,0
"Knox",2014,0,0,0,0,0,0,0,0,0,0,0,0
"Knox",2015,0,0,0,0,0,0,0,0,0,0,0,0
"Knox",2016,0,0,0,0,0,0,0,0,0,0,0,0
"Knox",2017,0,0,0,0,0,0,0,0,0,0,0,0
"Lamar",1980,79,null,30600,null,28,null,13500,null,72,null,7900,null
"Lamar",1981,88,11.4,30200,-1.3,29,3.6,15400,14.1,41,-43.1,11300,43
"Lamar",1982,127,44.3,31100,3,47,62.1,24300,57.8,125,204.9,17000,50.4
"Lamar",1983,229,80.3,42500,36.7,45,-4.3,24200,-0.4,46,-63.2,17300,1.8
"Lamar",1984,192,-16.2,46500,9.4,46,2.2,25800,6.6,36,-21.7,18900,9.2
"Lamar",1985,150,-21.9,41200,-11.4,27,-41.3,24900,-3.5,16,-55.6,10600,-43.9
"Lamar",1986,182,21.3,46000,11.7,8,-70.4,27000,8.4,0,-100,0,-100
"Lamar",1987,144,-20.9,46700,1.5,4,-50,17700,-34.4,21,0,32300,0
"Lamar",1988,74,-48.6,49500,6,11,175,23100,30.5,24,14.3,16300,-49.5
"Lamar",1989,63,-14.9,46400,-6.3,14,27.3,19700,-14.7,0,-100,0,-100
"Lamar",1990,53,-15.9,60000,29.3,17,21.4,15000,-23.9,0,0,0,0
"Lamar",1991,68,28.3,58300,-2.8,8,-52.9,18800,25.3,0,0,0,0
"Lamar",1992,78,14.7,59400,1.9,8,0,22100,17.6,24,0,17200,0
"Lamar",1993,106,35.9,62200,4.7,13,62.5,22900,3.6,15,-37.5,19400,12.8
"Lamar",1994,140,32.1,75200,20.9,64,392.3,26900,17.5,52,246.7,15200,-21.6
"Lamar",1995,134,-4.3,59000,-21.5,27,-57.8,31900,18.6,6,-88.5,22000,44.7
"Lamar",1996,95,-29.1,69900,18.5,26,-3.7,41900,31.3,6,0,41200,87.3
"Lamar",1997,81,-14.7,68100,-2.6,47,80.8,32300,-22.9,5,-16.7,23000,-44.2
"Lamar",1998,78,-3.7,71100,4.4,93,97.9,40100,24.1,0,-100,0,-100
"Lamar",1999,106,35.9,72500,2,23,-75.3,26500,-33.9,19,0,31500,0
"Lamar",2000,96,-9.4,83000,14.5,14,-39.1,29500,11.3,7,-63.2,20000,-36.5
"Lamar",2001,96,0,78000,-6,10,-28.6,24500,-16.9,0,-100,0,-100
"Lamar",2002,105,9.4,95600,22.6,18,80,39600,61.6,45,0,31000,0
"Lamar",2003,84,-20,101700,6.4,87,383.3,28600,-27.8,0,-100,0,-100
"Lamar",2004,77,-8.3,70400,-30.8,52,-40.2,40300,40.9,0,0,0,0
"Lamar",2005,58,-24.7,90700,28.8,2,-96.2,37500,-6.9,0,0,0,0
"Lamar",2006,62,6.9,97500,7.5,19,850,44300,18.1,0,0,0,0
"Lamar",2007,47,-24.2,92100,-5.5,0,-100,0,-100,0,0,0,0
"Lamar",2008,26,-44.7,119700,30,0,0,0,0,0,0,0,0
"Lamar",2009,27,3.8,129200,7.9,0,0,0,0,0,0,0,0
"Lamar",2010,46,70.4,78800,-39,0,0,0,0,0,0,0,0
"Lamar",2011,28,-39.1,109000,38.3,13,0,63900,0,0,0,0,0
"Lamar",2012,11,-60.7,124800,14.5,24,84.6,45400,-29,0,0,0,0
"Lamar",2013,35,218.2,89700,-28.1,0,-100,0,-100,0,0,0,0
"Lamar",2014,27,-22.9,111400,24.2,16,0,66600,0,0,0,0,0
"Lamar",2015,20,-25.9,91100,-18.2,20,25,60600,-9,0,0,0,0
"Lamar",2016,26,30,128400,40.9,20,0,78700,29.9,0,0,0,0
"Lamar",2017,26,0,175900,37,20,0,68800,-12.6,0,0,0,0
"Lamb",1980,13,null,52100,null,0,null,0,null,0,null,0,null
"Lamb",1981,26,100,52100,0,0,0,0,0,0,0,0,0
"Lamb",1982,24,-7.7,42200,-19,6,0,27000,0,0,0,0,0
"Lamb",1983,32,33.3,47100,11.6,8,33.3,28100,4.1,0,0,0,0
"Lamb",1984,19,-40.6,45700,-3,0,-100,0,-100,5,0,26600,0
"Lamb",1985,22,15.8,40900,-10.5,0,0,0,0,0,-100,0,-100
"Lamb",1986,13,-40.9,53200,30.1,0,0,0,0,0,0,0,0
"Lamb",1987,2,-84.6,79500,49.4,0,0,0,0,0,0,0,0
"Lamb",1988,5,150,79300,-0.3,0,0,0,0,0,0,0,0
"Lamb",1989,6,20,83500,5.3,0,0,0,0,0,0,0,0
"Lamb",1990,3,-50,61900,-25.9,0,0,0,0,0,0,0,0
"Lamb",1991,3,0,58000,-6.3,0,0,0,0,24,0,2100,0
"Lamb",1992,2,-33.3,76000,31,0,0,0,0,5,-79.2,2100,0
"Lamb",1993,2,0,138500,82.2,0,0,0,0,0,-100,0,-100
"Lamb",1994,6,200,59900,-56.8,0,0,0,0,0,0,0,0
"Lamb",1995,10,66.7,77500,29.4,0,0,0,0,0,0,0,0
"Lamb",1996,7,-30,107200,38.3,0,0,0,0,0,0,0,0
"Lamb",1997,3,-57.1,106700,-0.5,8,0,75000,0,0,0,0,0
"Lamb",1998,4,33.3,144000,35,0,-100,0,-100,0,0,0,0
"Lamb",1999,2,-50,75000,-47.9,0,0,0,0,0,0,0,0
"Lamb",2000,1,-50,55000,-26.7,3,0,53300,0,0,0,0,0
"Lamb",2001,4,300,117400,113.5,0,-100,0,-100,0,0,0,0
"Lamb",2002,4,0,117400,0,0,0,0,0,0,0,0,0
"Lamb",2003,0,-100,0,-100,0,0,0,0,0,0,0,0
"Lamb",2004,0,0,0,0,0,0,0,0,0,0,0,0
"Lamb",2005,0,0,0,0,0,0,0,0,0,0,0,0
"Lamb",2006,1,0,400000,0,0,0,0,0,0,0,0,0
"Lamb",2007,0,-100,0,-100,0,0,0,0,0,0,0,0
"Lamb",2008,0,0,0,0,0,0,0,0,0,0,0,0
"Lamb",2009,1,0,39000,0,0,0,0,0,0,0,0,0
"Lamb",2010,0,-100,0,-100,0,0,0,0,0,0,0,0
"Lamb",2011,7,0,77100,0,0,0,0,0,0,0,0,0
"Lamb",2012,1,-85.7,179400,132.7,0,0,0,0,0,0,0,0
"Lamb",2013,1,0,179400,0,0,0,0,0,0,0,0,0
"Lamb",2014,7,600,94200,-47.5,0,0,0,0,0,0,0,0
"Lamb",2015,1,-85.7,179400,90.4,0,0,0,0,0,0,0,0
"Lamb",2016,0,-100,0,-100,0,0,0,0,0,0,0,0
"Lamb",2017,1,0,88000,0,0,0,0,0,0,0,0,0
"Lampasas",1980,13,null,31100,null,0,null,0,null,0,null,0,null
"Lampasas",1981,8,-38.5,34600,11.3,0,0,0,0,0,0,0,0
"Lampasas",1982,28,250,39500,14.2,2,0,30000,0,52,0,24000,0
"Lampasas",1983,26,-7.1,36200,-8.4,14,600,27400,-8.7,10,-80.8,20000,-16.7
"Lampasas",1984,23,-11.5,52200,44.2,2,-85.7,25000,-8.8,0,-100,0,-100
"Lampasas",1985,12,-47.8,47500,-9,0,-100,0,-100,50,0,4000,0
"Lampasas",1986,16,33.3,80000,68.4,2,0,123000,0,8,-84,21200,430
"Lampasas",1987,9,-43.8,53200,-33.5,0,-100,0,-100,0,-100,0,-100
"Lampasas",1988,2,-77.8,37500,-29.5,8,0,15000,0,0,0,0,0
"Lampasas",1989,2,0,74000,97.3,40,400,20000,33.3,0,0,0,0
"Lampasas",1990,2,0,36800,-50.3,0,-100,0,-100,0,0,0,0
"Lampasas",1991,3,50,40800,10.9,0,0,0,0,0,0,0,0
"Lampasas",1992,4,33.3,89900,120.3,4,0,30000,0,0,0,0,0
"Lampasas",1993,4,0,40800,-54.6,0,-100,0,-100,0,0,0,0
"Lampasas",1994,5,25,40800,0,0,0,0,0,0,0,0,0
"Lampasas",1995,4,-20,40800,0,0,0,0,0,0,0,0,0
"Lampasas",1996,6,50,52500,28.7,0,0,0,0,0,0,0,0
"Lampasas",1997,5,-16.7,80000,52.4,0,0,0,0,0,0,0,0
"Lampasas",1998,6,20,84500,5.6,6,0,25800,0,0,0,0,0
"Lampasas",1999,13,116.7,32700,-61.3,0,-100,0,-100,0,0,0,0
"Lampasas",2000,12,-7.7,32700,0,0,0,0,0,0,0,0,0
"Lampasas",2001,21,75,111100,239.8,0,0,0,0,0,0,0,0
"Lampasas",2002,23,9.5,111100,0,0,0,0,0,0,0,0,0
"Lampasas",2003,25,8.7,111100,0,0,0,0,0,0,0,0,0
"Lampasas",2004,10,-60,137000,23.3,0,0,0,0,0,0,0,0
"Lampasas",2005,27,170,127600,-6.9,3,0,30000,0,0,0,0,0
"Lampasas",2006,27,0,127600,0,4,33.3,30000,0,0,0,0,0
"Lampasas",2007,20,-25.9,127600,0,4,0,30000,0,0,0,0,0
"Lampasas",2008,19,-5,143500,12.5,0,-100,0,-100,0,0,0,0
"Lampasas",2009,15,-21.1,143500,0,0,0,0,0,0,0,0,0
"Lampasas",2010,14,-6.7,145000,1,0,0,0,0,0,0,0,0
"Lampasas",2011,5,-64.3,115000,-20.7,0,0,0,0,0,0,0,0
"Lampasas",2012,7,40,124300,8.1,0,0,0,0,0,0,0,0
"Lampasas",2013,170,2328.6,9900,-92,25,0,73900,0,59,0,70500,0
"Lampasas",2014,155,-8.8,13300,34.3,23,-8,70000,-5.3,58,-1.7,70500,0
"Lampasas",2015,18,-88.4,98600,641.4,0,-100,0,-100,0,-100,0,-100
"Lampasas",2016,45,150,135000,36.9,0,0,0,0,0,0,0,0
"Lampasas",2017,33,-26.7,149400,10.7,0,0,0,0,0,0,0,0
"La Salle",1980,2,null,18200,null,0,null,0,null,0,null,0,null
"La Salle",1981,5,150,19800,8.8,0,0,0,0,0,0,0,0
"La Salle",1982,4,-20,44400,124.2,0,0,0,0,0,0,0,0
"La Salle",1983,2,-50,17900,-59.7,0,0,0,0,0,0,0,0
"La Salle",1984,2,0,41000,129.1,0,0,0,0,0,0,0,0
"La Salle",1985,0,-100,0,-100,0,0,0,0,0,0,0,0
"La Salle",1986,2,0,41000,0,0,0,0,0,0,0,0,0
"La Salle",1987,1,-50,41000,0,0,0,0,0,0,0,0,0
"La Salle",1988,1,0,41000,0,0,0,0,0,0,0,0,0
"La Salle",1989,1,0,41000,0,0,0,0,0,0,0,0,0
"La Salle",1990,0,-100,0,-100,0,0,0,0,0,0,0,0
"La Salle",1991,0,0,0,0,0,0,0,0,0,0,0,0
"La Salle",1992,0,0,0,0,0,0,0,0,0,0,0,0
"La Salle",1993,0,0,0,0,0,0,0,0,0,0,0,0
"La Salle",1994,0,0,0,0,0,0,0,0,0,0,0,0
"La Salle",1995,0,0,0,0,0,0,0,0,0,0,0,0
"La Salle",1996,0,0,0,0,0,0,0,0,0,0,0,0
"La Salle",1997,0,0,0,0,0,0,0,0,0,0,0,0
"La Salle",1998,0,0,0,0,0,0,0,0,0,0,0,0
"La Salle",1999,0,0,0,0,0,0,0,0,0,0,0,0
"La Salle",2000,1,0,62000,0,0,0,0,0,0,0,0,0
"La Salle",2001,0,-100,0,-100,0,0,0,0,0,0,0,0
"La Salle",2002,1,0,62000,0,0,0,0,0,0,0,0,0
"La Salle",2003,0,-100,0,-100,0,0,0,0,0,0,0,0
"La Salle",2004,2,0,74200,0,0,0,0,0,0,0,0,0
"La Salle",2005,3,50,49300,-33.6,0,0,0,0,0,0,0,0
"La Salle",2006,39,1200,64800,31.4,0,0,0,0,10,0,30000,0
"La Salle",2007,15,-61.5,47100,-27.3,0,0,0,0,0,-100,0,-100
"La Salle",2008,10,-33.3,47100,0,0,0,0,0,0,0,0,0
"La Salle",2009,6,-40,47100,0,0,0,0,0,0,0,0,0
"La Salle",2010,6,0,47100,0,0,0,0,0,0,0,0,0
"La Salle",2011,6,0,47100,0,0,0,0,0,0,0,0,0
"La Salle",2012,5,-16.7,106600,126.3,22,0,48100,0,80,0,47200,0
"La Salle",2013,10,100,82000,-23.1,16,-27.3,53100,10.4,0,-100,0,-100
"La Salle",2014,11,10,83600,2,13,-18.8,53200,0.2,0,0,0,0
"La Salle",2015,11,0,83600,0,11,-15.4,52900,-0.6,0,0,0,0
"La Salle",2016,3,-72.7,169500,102.8,0,-100,0,-100,0,0,0,0
"La Salle",2017,2,-33.3,204200,20.5,0,0,0,0,0,0,0,0
"Lavaca",1980,28,null,35800,null,0,null,0,null,0,null,0,null
"Lavaca",1981,30,7.1,36100,0.8,0,0,0,0,0,0,0,0
"Lavaca",1982,20,-33.3,48000,33,0,0,0,0,0,0,0,0
"Lavaca",1983,25,25,43200,-10,40,0,22900,0,0,0,0,0
"Lavaca",1984,31,24,61300,41.9,6,-85,7500,-67.2,0,0,0,0
"Lavaca",1985,22,-29,40100,-34.6,4,-33.3,23800,217.3,0,0,0,0
"Lavaca",1986,24,9.1,45900,14.5,2,-50,45000,89.1,0,0,0,0
"Lavaca",1987,22,-8.3,50100,9.2,8,300,23200,-48.4,0,0,0,0
"Lavaca",1988,23,4.5,69900,39.5,0,-100,0,-100,0,0,0,0
"Lavaca",1989,14,-39.1,48500,-30.6,0,0,0,0,0,0,0,0
"Lavaca",1990,10,-28.6,55300,14,0,0,0,0,0,0,0,0
"Lavaca",1991,7,-30,51100,-7.6,0,0,0,0,0,0,0,0
"Lavaca",1992,10,42.9,75300,47.4,0,0,0,0,0,0,0,0
"Lavaca",1993,9,-10,74300,-1.3,0,0,0,0,0,0,0,0
"Lavaca",1994,8,-11.1,64500,-13.2,0,0,0,0,0,0,0,0
"Lavaca",1995,8,0,77600,20.3,4,0,43800,0,41,0,22000,0
"Lavaca",1996,12,50,74600,-3.9,2,-50,115000,162.6,0,-100,0,-100
"Lavaca",1997,8,-33.3,80100,7.4,2,0,45000,-60.9,0,0,0,0
"Lavaca",1998,9,12.5,95600,19.4,4,100,41200,-8.4,0,0,0,0
"Lavaca",1999,11,22.2,104200,9,0,-100,0,-100,0,0,0,0
"Lavaca",2000,10,-9.1,97400,-6.5,0,0,0,0,0,0,0,0
"Lavaca",2001,7,-30,108300,11.2,4,0,43800,0,0,0,0,0
"Lavaca",2002,13,85.7,121500,12.2,7,75,42100,-3.9,0,0,0,0
"Lavaca",2003,6,-53.8,75800,-37.6,4,-42.9,37500,-10.9,0,0,0,0
"Lavaca",2004,10,66.7,66800,-11.9,8,100,44400,18.4,0,0,0,0
"Lavaca",2005,16,60,107800,61.4,4,-50,40000,-9.9,0,0,0,0
"Lavaca",2006,15,-6.2,110400,2.4,0,-100,0,-100,0,0,0,0
"Lavaca",2007,15,0,102700,-7,0,0,0,0,0,0,0,0
"Lavaca",2008,7,-53.3,82300,-19.9,0,0,0,0,0,0,0,0
"Lavaca",2009,6,-14.3,109800,33.4,0,0,0,0,0,0,0,0
"Lavaca",2010,9,50,64400,-41.3,0,0,0,0,0,0,0,0
"Lavaca",2011,18,100,73500,14.1,0,0,0,0,0,0,0,0
"Lavaca",2012,17,-5.6,47000,-36.1,0,0,0,0,0,0,0,0
"Lavaca",2013,4,-76.5,161200,243,0,0,0,0,0,0,0,0
"Lavaca",2014,11,175,78000,-51.6,0,0,0,0,0,0,0,0
"Lavaca",2015,19,72.7,100900,29.4,0,0,0,0,0,0,0,0
"Lavaca",2016,27,42.1,123700,22.6,0,0,0,0,0,0,0,0
"Lavaca",2017,9,-66.7,211400,70.9,0,0,0,0,0,0,0,0
"Lee",1980,15,null,44900,null,0,null,0,null,0,null,0,null
"Lee",1981,18,20,49800,10.9,94,0,24100,0,0,0,0,0
"Lee",1982,35,94.4,42900,-13.9,14,-85.1,23100,-4.1,160,0,11600,0
"Lee",1983,21,-40,68800,60.4,0,-100,0,-100,0,-100,0,-100
"Lee",1984,10,-52.4,55700,-19,2,0,30000,0,0,0,0,0
"Lee",1985,31,210,45500,-18.3,12,500,28500,-5,0,0,0,0
"Lee",1986,11,-64.5,57300,25.9,2,-83.3,20900,-26.7,0,0,0,0
"Lee",1987,9,-18.2,47400,-17.3,0,-100,0,-100,0,0,0,0
"Lee",1988,10,11.1,28500,-39.9,0,0,0,0,0,0,0,0
"Lee",1989,6,-40,21900,-23.2,0,0,0,0,0,0,0,0
"Lee",1990,0,-100,0,-100,0,0,0,0,0,0,0,0
"Lee",1991,5,0,61400,0,0,0,0,0,0,0,0,0
"Lee",1992,3,-40,71000,15.6,0,0,0,0,0,0,0,0
"Lee",1993,10,233.3,48900,-31.1,0,0,0,0,0,0,0,0
"Lee",1994,7,-30,70600,44.4,4,0,16000,0,0,0,0,0
"Lee",1995,2,-71.4,70500,-0.1,0,-100,0,-100,0,0,0,0
"Lee",1996,10,400,63500,-9.9,0,0,0,0,0,0,0,0
"Lee",1997,4,-60,63200,-0.5,0,0,0,0,0,0,0,0
"Lee",1998,11,175,63900,1.1,0,0,0,0,0,0,0,0
"Lee",1999,13,18.2,217000,239.6,0,0,0,0,0,0,0,0
"Lee",2000,10,-23.1,112700,-48.1,0,0,0,0,0,0,0,0
"Lee",2001,10,0,106700,-5.3,0,0,0,0,0,0,0,0
"Lee",2002,52,420,58700,-45,0,0,0,0,0,0,0,0
"Lee",2003,19,-63.5,93600,59.5,0,0,0,0,0,0,0,0
"Lee",2004,15,-21.1,108000,15.4,0,0,0,0,0,0,0,0
"Lee",2005,23,53.3,89900,-16.8,0,0,0,0,0,0,0,0
"Lee",2006,19,-17.4,120900,34.5,0,0,0,0,0,0,0,0
"Lee",2007,14,-26.3,83600,-30.9,0,0,0,0,0,0,0,0
"Lee",2008,11,-21.4,152900,82.9,0,0,0,0,0,0,0,0
"Lee",2009,7,-36.4,122800,-19.7,0,0,0,0,0,0,0,0
"Lee",2010,4,-42.9,111200,-9.4,0,0,0,0,16,0,50000,0
"Lee",2011,7,75,147300,32.5,0,0,0,0,0,-100,0,-100
"Lee",2012,47,571.4,96100,-34.8,0,0,0,0,16,0,18000,0
"Lee",2013,12,-74.5,101000,5.1,0,0,0,0,0,-100,0,-100
"Lee",2014,3,-75,136700,35.3,0,0,0,0,0,0,0,0
"Lee",2015,8,166.7,146100,6.9,0,0,0,0,0,0,0,0
"Lee",2016,13,62.5,149100,2.1,0,0,0,0,0,0,0,0
"Lee",2017,9,-30.8,128400,-13.9,0,0,0,0,0,0,0,0
"Liberty",1980,525,null,41500,null,2,null,30000,null,0,null,0,null
"Liberty",1981,664,26.5,50100,20.7,8,300,14400,-52,64,0,12500,0
"Liberty",1982,429,-35.4,52900,5.6,10,25,20000,38.9,124,93.8,13600,8.8
"Liberty",1983,549,28,52100,-1.5,40,300,21300,6.5,112,-9.7,14400,5.9
"Liberty",1984,405,-26.2,56900,9.2,14,-65,11700,-45.1,76,-32.1,17700,22.9
"Liberty",1985,259,-36,52400,-7.9,4,-71.4,30500,160.7,56,-26.3,23800,34.5
"Liberty",1986,187,-27.8,53200,1.5,32,700,25000,-18,0,-100,0,-100
"Liberty",1987,160,-14.4,56500,6.2,0,-100,0,-100,0,0,0,0
