area,year,f1units,f1change,f1value,f1valchange,f24units,f24change,f24value,f24valchange,f5units,f5change,f5value,f5valchange
"Bandera",2012,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bandera",2013,0,0,0,0,0,0,0,0,0,0,0,0
"Bandera",2014,1,0,120000,0,0,0,0,0,0,0,0,0
"Bandera",2015,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bandera",2016,1,0,210000,0,0,0,0,0,0,0,0,0
"Bandera",2017,1,0,210000,0,0,0,0,0,0,0,0,0
"Bastrop",1980,85,null,34000,null,52,null,19400,null,72,null,12900,null
"Bastrop",1981,72,-15.3,33100,-2.6,14,-73.1,28600,47.4,0,-100,0,-100
"Bastrop",1982,72,0,31300,-5.4,4,-71.4,20000,-30.1,0,0,0,0
"Bastrop",1983,55,-23.6,40500,29.4,22,450,33900,69.5,0,0,0,0
"Bastrop",1984,36,-34.5,46800,15.6,56,154.5,27200,-19.8,0,0,0,0
"Bastrop",1985,8,-77.8,48500,3.6,20,-64.3,36600,34.6,0,0,0,0
"Bastrop",1986,50,525,57900,19.4,28,40,29900,-18.3,56,0,17900,0
"Bastrop",1987,24,-52,52300,-9.7,2,-92.9,56000,87.3,0,-100,0,-100
"Bastrop",1988,12,-50,59800,14.3,0,-100,0,-100,0,0,0,0
"Bastrop",1989,10,-16.7,48000,-19.7,0,0,0,0,0,0,0,0
"Bastrop",1990,8,-20,47000,-2.1,0,0,0,0,0,0,0,0
"Bastrop",1991,16,100,49700,5.7,0,0,0,0,0,0,0,0
"Bastrop",1992,13,-18.8,59200,19.1,0,0,0,0,0,0,0,0
"Bastrop",1993,12,-7.7,63500,7.3,0,0,0,0,0,0,0,0
"Bastrop",1994,27,125,61900,-2.5,0,0,0,0,0,0,0,0
"Bastrop",1995,26,-3.7,75700,22.3,6,0,48900,0,0,0,0,0
"Bastrop",1996,30,15.4,68500,-9.5,0,-100,0,-100,0,0,0,0
"Bastrop",1997,58,93.3,60600,-11.5,6,0,46700,0,0,0,0,0
"Bastrop",1998,74,27.6,105000,73.3,4,-33.3,86200,84.6,70,0,32700,0
"Bastrop",1999,143,93.2,76200,-27.4,2,-50,32000,-62.9,0,-100,0,-100
"Bastrop",2000,146,2.1,77300,1.4,2,0,32000,0,0,0,0,0
"Bastrop",2001,146,0,77300,0,2,0,32000,0,0,0,0,0
"Bastrop",2002,284,94.5,74200,-4,88,4300,34800,8.7,0,0,0,0
"Bastrop",2003,302,6.3,70600,-4.9,77,-12.5,34800,0,0,0,0,0
"Bastrop",2004,280,-7.3,91600,29.7,62,-19.5,34700,-0.3,0,0,0,0
"Bastrop",2005,269,-3.9,68100,-25.7,0,-100,0,-100,0,0,0,0
"Bastrop",2006,226,-16,71700,5.3,76,0,49500,0,0,0,0,0
"Bastrop",2007,54,-76.1,88200,23,0,-100,0,-100,152,0,34400,0
"Bastrop",2008,19,-64.8,144700,64.1,3,0,107700,0,0,-100,0,-100
"Bastrop",2009,23,21.1,122100,-15.6,0,-100,0,-100,0,0,0,0
"Bastrop",2010,31,34.8,108700,-11,2,0,93000,0,0,0,0,0
"Bastrop",2011,80,158.1,100100,-7.9,0,-100,0,-100,0,0,0,0
"Bastrop",2012,44,-45,135100,35,0,0,0,0,0,0,0,0
"Bastrop",2013,77,75,114500,-15.2,4,0,77500,0,0,0,0,0
"Bastrop",2014,167,116.9,115300,0.7,0,-100,0,-100,0,0,0,0
"Bastrop",2015,113,-32.3,117600,2,14,0,82300,0,0,0,0,0
"Bastrop",2016,138,22.1,112600,-4.3,30,114.3,85400,3.8,0,0,0,0
"Bastrop",2017,166,20.3,128600,14.2,10,-66.7,140000,63.9,0,0,0,0
"Baylor",1980,8,null,48100,null,0,null,0,null,0,null,0,null
"Baylor",1981,6,null,40200,null,0,null,0,null,26,null,22100,null
"Baylor",1982,6,null,68300,null,0,null,0,null,0,null,0,null
"Baylor",1983,2,null,34000,null,0,null,0,null,0,null,0,null
"Baylor",1984,5,null,51600,null,0,null,0,null,0,null,0,null
"Baylor",1985,7,null,76400,null,0,null,0,null,0,null,0,null
"Baylor",1986,4,null,63800,null,0,null,0,null,0,null,0,null
"Baylor",1987,3,null,65000,null,0,null,0,null,0,null,0,null
"Baylor",1988,3,null,56500,null,0,null,0,null,0,null,0,null
"Baylor",1989,3,null,24300,null,0,null,0,null,0,null,0,null
"Baylor",1990,4,null,36700,null,0,null,0,null,0,null,0,null
"Baylor",1991,4,null,55800,null,0,null,0,null,0,null,0,null
"Baylor",1992,0,null,0,null,0,null,0,null,0,null,0,null
"Baylor",1993,0,null,0,null,0,null,0,null,0,null,0,null
"Baylor",1994,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",1995,1,0,441500,0,0,0,0,0,0,0,0,0
"Baylor",1996,0,-100,0,-100,0,0,0,0,0,0,0,0
"Baylor",1997,1,0,175000,0,0,0,0,0,0,0,0,0
"Baylor",1998,2,100,225000,28.6,0,0,0,0,0,0,0,0
"Baylor",1999,0,-100,0,-100,0,0,0,0,0,0,0,0
"Baylor",2000,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2001,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2002,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2003,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2004,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2005,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2006,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2007,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2008,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2009,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2010,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2011,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2012,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2013,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2014,0,0,0,0,0,0,0,0,0,0,0,0
"Baylor",2015,1,0,150000,0,0,0,0,0,0,0,0,0
"Baylor",2016,0,-100,0,-100,0,0,0,0,0,0,0,0
"Baylor",2017,0,0,0,0,0,0,0,0,0,0,0,0
"Bee",1980,111,null,27200,null,34,null,17400,null,0,null,0,null
"Bee",1981,102,-8.1,28600,5.1,4,-88.2,22500,29.3,54,0,15400,0
"Bee",1982,67,-34.3,29400,2.8,22,450,18200,-19.1,44,-18.5,15700,1.9
"Bee",1983,55,-17.9,30100,2.4,22,0,20700,13.7,70,59.1,11600,-26.1
"Bee",1984,14,-74.5,37000,22.9,0,-100,0,-100,0,-100,0,-100
"Bee",1985,16,14.3,37800,2.2,0,0,0,0,0,0,0,0
"Bee",1986,6,-62.5,26800,-29.1,0,0,0,0,0,0,0,0
"Bee",1987,2,-66.7,29500,10.1,4,0,3000,0,0,0,0,0
"Bee",1988,2,0,44000,49.2,0,-100,0,-100,5,0,3000,0
"Bee",1989,5,150,20800,-52.7,0,0,0,0,0,-100,0,-100
"Bee",1990,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bee",1991,1,0,20000,0,0,0,0,0,0,0,0,0
"Bee",1992,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bee",1993,0,0,0,0,0,0,0,0,0,0,0,0
"Bee",1994,5,0,48900,0,0,0,0,0,0,0,0,0
"Bee",1995,16,220,44300,-9.4,12,0,16700,0,188,0,16800,0
"Bee",1996,21,31.2,45100,1.8,0,-100,0,-100,144,-23.4,20800,23.8
"Bee",1997,16,-23.8,47900,6.2,0,0,0,0,0,-100,0,-100
"Bee",1998,8,-50,34100,-28.8,0,0,0,0,0,0,0,0
"Bee",1999,1,-87.5,115000,237.2,0,0,0,0,0,0,0,0
"Bee",2000,4,300,36200,-68.5,0,0,0,0,0,0,0,0
"Bee",2001,5,25,108900,200.8,0,0,0,0,16,0,19000,0
"Bee",2002,9,80,29200,-73.2,0,0,0,0,0,-100,0,-100
"Bee",2003,4,-55.6,69600,138.4,0,0,0,0,0,0,0,0
"Bee",2004,16,300,52500,-24.6,0,0,0,0,0,0,0,0
"Bee",2005,11,-31.2,52100,-0.8,0,0,0,0,0,0,0,0
"Bee",2006,16,45.5,66100,26.9,2,0,27000,0,0,0,0,0
"Bee",2007,4,-75,116200,75.8,0,-100,0,-100,0,0,0,0
"Bee",2008,6,50,70800,-39.1,0,0,0,0,0,0,0,0
"Bee",2009,4,-33.3,92700,30.9,0,0,0,0,0,0,0,0
"Bee",2010,9,125,115400,24.5,0,0,0,0,0,0,0,0
"Bee",2011,9,0,115400,0,0,0,0,0,0,0,0,0
"Bee",2012,9,0,115400,0,0,0,0,0,0,0,0,0
"Bee",2013,2,-77.8,102500,-11.2,0,0,0,0,0,0,0,0
"Bee",2014,11,450,109400,6.7,0,0,0,0,0,0,0,0
"Bee",2015,7,-36.4,73200,-33.1,0,0,0,0,0,0,0,0
"Bee",2016,7,0,114800,56.8,0,0,0,0,0,0,0,0
"Bee",2017,8,14.3,99200,-13.6,0,0,0,0,0,0,0,0
"Bell",1980,433,null,53500,null,33,null,20700,null,200,null,17300,null
"Bell",1981,437,0.9,46100,-13.8,46,39.4,22500,8.7,244,22,13700,-20.8
"Bell",1982,945,116.2,44300,-3.9,170,269.6,27100,20.4,304,24.6,17500,27.7
"Bell",1983,1269,34.3,52200,17.8,208,22.4,29300,8.1,1822,499.3,21800,24.6
"Bell",1984,928,-26.9,56400,8,259,24.5,27600,-5.8,482,-73.5,22800,4.6
"Bell",1985,1337,44.1,55900,-0.9,219,-15.4,27000,-2.2,878,82.2,22900,0.4
"Bell",1986,1327,-0.7,53400,-4.5,134,-38.8,23300,-13.7,29,-96.7,11700,-48.9
"Bell",1987,844,-36.4,61700,15.5,52,-61.2,25900,11.2,105,262.1,20100,71.8
"Bell",1988,683,-19.1,67100,8.8,24,-53.8,24000,-7.3,0,-100,0,-100
"Bell",1989,470,-31.2,79400,18.3,7,-70.8,20000,-16.7,20,0,15000,0
"Bell",1990,196,-58.3,75000,-5.5,2,-71.4,38600,93,0,-100,0,-100
"Bell",1991,343,75,80500,7.3,9,350,26200,-32.1,0,0,0,0
"Bell",1992,1047,205.2,83400,3.6,4,-55.6,21200,-19.1,0,0,0,0
"Bell",1993,1461,39.5,83900,0.6,26,550,44500,109.9,0,0,0,0
"Bell",1994,1296,-11.3,85000,1.3,44,69.2,35700,-19.8,28,0,15800,0
"Bell",1995,1325,2.2,93700,10.2,164,272.7,35900,0.6,364,1200,25200,59.5
"Bell",1996,1315,-0.8,82100,-12.4,272,65.9,36200,0.8,337,-7.4,35100,39.3
"Bell",1997,1082,-17.7,86500,5.4,287,5.5,41900,15.7,302,-10.4,40500,15.4
"Bell",1998,1155,6.7,95100,9.9,234,-18.5,41200,-1.7,128,-57.6,25600,-36.8
"Bell",1999,1179,2.1,98300,3.4,246,5.1,47500,15.3,0,-100,0,-100
"Bell",2000,1321,12,108000,9.9,444,80.5,49300,3.8,30,0,38700,0
"Bell",2001,1515,14.7,113400,5,688,55,52500,6.5,0,-100,0,-100
"Bell",2002,1769,16.8,114500,1,902,31.1,51500,-1.9,182,0,33500,0
"Bell",2003,1857,5,122600,7.1,446,-50.6,45500,-11.7,24,-86.8,14400,-57
"Bell",2004,2351,26.6,124800,1.8,786,76.2,51300,12.7,272,1033.3,47000,226.4
"Bell",2005,3047,29.6,123700,-0.9,394,-49.9,55800,8.8,228,-16.2,71200,51.5
"Bell",2006,2514,-17.5,140900,13.9,868,120.3,55300,-0.9,729,219.7,40800,-42.7
"Bell",2007,2270,-9.7,138700,-1.6,478,-44.9,64300,16.3,72,-90.1,72200,77
"Bell",2008,1599,-29.6,137600,-0.8,303,-36.6,59800,-7,256,255.6,34600,-52.1
"Bell",2009,1841,15.1,136400,-0.9,82,-72.9,64200,7.4,224,-12.5,89300,158.1
"Bell",2010,1750,-4.9,145800,6.9,92,12.2,62900,-2,72,-67.9,58300,-34.7
"Bell",2011,1646,-5.9,154200,5.8,140,52.2,60400,-4,239,231.9,64900,11.3
"Bell",2012,1846,12.2,164600,6.7,284,102.9,69400,14.9,200,-16.3,62800,-3.2
"Bell",2013,1861,0.8,165100,0.3,121,-57.4,73000,5.2,125,-37.5,83400,32.8
"Bell",2014,1848,-0.7,170800,3.5,143,18.2,76100,4.2,0,-100,0,-100
"Bell",2015,1680,-9.1,172900,1.2,362,153.1,66600,-12.5,0,0,0,0
"Bell",2016,1581,-5.9,169900,-1.7,236,-34.8,75800,13.8,290,0,79300,0
"Bell",2017,1600,1.2,183000,7.7,242,2.5,88700,17,405,39.7,58100,-26.7
"Bexar",1980,3553,null,39000,null,313,null,25900,null,4407,null,14000,null
"Bexar",1981,3143,-11.5,41100,5.4,224,-28.4,17600,-32,3693,-16.2,18900,35
"Bexar",1982,3043,-3.2,45800,11.4,149,-33.5,32100,82.4,10836,193.4,15200,-19.6
"Bexar",1983,4985,63.8,46000,0.4,504,238.3,23300,-27.4,9896,-8.7,17600,15.8
"Bexar",1984,4915,-1.4,52800,14.8,1992,295.2,23800,2.1,10196,3,17700,0.6
"Bexar",1985,4840,-1.5,53000,0.4,338,-83,18700,-21.4,5179,-49.2,21400,20.9
"Bexar",1986,3240,-33.1,59000,11.3,374,10.7,17400,-7,3143,-39.3,25200,17.8
"Bexar",1987,2309,-28.7,58400,-1,75,-79.9,18800,8,162,-94.8,14800,-41.3
"Bexar",1988,1365,-40.9,56600,-3.1,28,-62.7,12400,-34,208,28.4,64200,333.8
"Bexar",1989,1292,-5.3,58800,3.9,14,-50,23300,87.9,40,-80.8,21200,-67
"Bexar",1990,1405,8.7,60300,2.6,12,-14.3,21600,-7.3,70,75,22500,6.1
"Bexar",1991,1663,18.4,61200,1.5,19,58.3,26800,24.1,31,-55.7,83600,271.6
"Bexar",1992,2805,68.7,68100,11.3,12,-36.8,24500,-8.6,306,887.1,33200,-60.3
"Bexar",1993,3918,39.7,79700,17,2,-83.3,20000,-18.4,1258,311.1,25900,-22
"Bexar",1994,5194,32.6,75600,-5.1,29,1350,42200,111,2849,126.5,25400,-1.9
"Bexar",1995,5119,-1.4,72300,-4.4,192,562.1,17700,-58.1,1674,-41.2,27400,7.9
"Bexar",1996,5419,5.9,69600,-3.7,50,-74,34800,96.6,2517,50.4,25100,-8.4
"Bexar",1997,5238,-3.3,70600,1.4,99,98,41200,18.4,1593,-36.7,23900,-4.8
"Bexar",1998,6993,33.5,79000,11.9,33,-66.7,24900,-39.6,980,-38.5,26400,10.5
"Bexar",1999,7117,1.8,79500,0.6,125,278.8,33500,34.5,4882,398.2,31700,20.1
"Bexar",2000,6873,-3.4,87700,10.3,110,-12,32700,-2.4,1995,-59.1,38800,22.4
"Bexar",2001,7462,8.6,85200,-2.9,93,-15.5,45500,39.1,3364,68.6,40900,5.4
"Bexar",2002,7880,5.6,82700,-2.9,175,88.2,38300,-15.8,2377,-29.3,39100,-4.4
"Bexar",2003,7699,-2.3,136900,65.5,62,-64.6,78800,105.7,1986,-16.4,60800,55.5
"Bexar",2004,8987,16.7,136600,-0.2,280,351.6,58400,-25.9,4053,104.1,64800,6.6
"Bexar",2005,10298,14.6,146700,7.4,264,-5.7,64000,9.6,7246,78.8,77500,19.6
"Bexar",2006,9219,-10.5,156000,6.3,410,55.3,78700,23,5382,-25.7,81600,5.3
"Bexar",2007,5565,-39.6,169300,8.5,302,-26.3,86500,9.9,3637,-32.4,99400,21.8
"Bexar",2008,3557,-36.1,175800,3.8,185,-38.7,76000,-12.1,4377,20.3,74300,-25.3
"Bexar",2009,3625,1.9,175200,-0.3,48,-74.1,86400,13.7,342,-92.2,82500,11
"Bexar",2010,3151,-13.1,175700,0.3,42,-12.5,50800,-41.2,1460,326.9,65600,-20.5
"Bexar",2011,2442,-22.5,176500,0.5,31,-26.2,68100,34.1,2488,70.4,70700,7.8
"Bexar",2012,2873,17.6,181100,2.6,92,196.8,72800,6.9,2730,9.7,74100,4.8
"Bexar",2013,3066,6.7,185900,2.7,18,-80.4,192300,164.1,177,-93.5,120000,61.9
"Bexar",2014,3324,8.4,220200,18.5,49,172.2,89800,-53.3,3586,1926,79400,-33.8
"Bexar",2015,3294,-0.9,214400,-2.6,88,79.6,88400,-1.6,1022,-71.5,92800,16.9
"Bexar",2016,3283,-0.3,217200,1.3,141,60.2,91200,3.2,4176,308.6,81400,-12.3
"Bexar",2017,3706,12.9,215000,-1,156,10.6,86000,-5.7,3635,-13,87100,7
"Blanco",1982,2,null,55600,null,0,null,0,null,0,null,0,null
"Blanco",1983,4,null,53800,null,2,null,36800,null,6,null,20900,null
"Blanco",1984,3,null,63500,null,0,null,0,null,0,null,0,null
"Blanco",1985,8,null,46100,null,2,null,28600,null,0,null,0,null
"Blanco",1986,8,null,47100,null,0,null,0,null,0,null,0,null
"Blanco",1987,4,null,50000,null,0,null,0,null,30,null,16700,null
"Blanco",1988,2,null,50000,null,0,null,0,null,0,null,0,null
"Blanco",1989,2,null,42500,null,0,null,0,null,0,null,0,null
"Blanco",1990,2,null,60000,null,0,null,0,null,0,null,0,null
"Blanco",1991,2,null,60000,null,0,null,0,null,0,null,0,null
"Blanco",1992,8,null,66200,null,0,null,0,null,0,null,0,null
"Blanco",1993,2,null,60000,null,0,null,0,null,0,null,0,null
"Blanco",1994,29,null,25100,null,0,null,0,null,0,null,0,null
"Blanco",1995,25,-13.8,23800,-5.2,0,null,0,null,0,null,0,null
"Blanco",1996,35,40,36000,51.3,0,0,0,0,0,0,0,0
"Blanco",1997,16,-54.3,69000,91.7,0,0,0,0,0,0,0,0
"Blanco",1998,17,6.2,65100,-5.7,0,0,0,0,0,0,0,0
"Blanco",1999,12,-29.4,74500,14.4,0,0,0,0,0,0,0,0
"Blanco",2000,12,0,95800,28.6,0,0,0,0,0,0,0,0
"Blanco",2001,20,66.7,104000,8.6,0,0,0,0,0,0,0,0
"Blanco",2002,21,5,93100,-10.5,0,0,0,0,0,0,0,0
"Blanco",2003,21,0,100400,7.8,0,0,0,0,0,0,0,0
"Blanco",2004,22,4.8,99200,-1.2,0,0,0,0,0,0,0,0
"Blanco",2005,25,13.6,98000,-1.2,0,0,0,0,0,0,0,0
"Blanco",2006,19,-24,165800,69.2,0,0,0,0,0,0,0,0
"Blanco",2007,18,-5.3,162800,-1.8,0,0,0,0,0,0,0,0
"Blanco",2008,14,-22.2,154900,-4.9,36,0,75500,0,0,0,0,0
"Blanco",2009,7,-50,132200,-14.7,16,-55.6,84600,12.1,0,0,0,0
"Blanco",2010,5,-28.6,171500,29.7,16,0,84600,0,0,0,0,0
"Blanco",2011,2,-60,162500,-5.2,0,-100,0,-100,0,0,0,0
"Blanco",2012,2,0,87500,-46.2,26,0,57200,0,0,0,0,0
"Blanco",2013,3,50,132700,51.7,40,53.8,61200,7,48,0,33300,0
"Blanco",2014,3,0,128400,-3.2,32,-20,61700,0.8,0,-100,0,-100
"Blanco",2015,10,233.3,195200,52,0,-100,0,-100,0,0,0,0
"Blanco",2016,13,30,232400,19.1,5,0,73200,0,0,0,0,0
"Blanco",2017,12,-7.7,192500,-17.2,0,-100,0,-100,0,0,0,0
"Bosque",1980,11,null,41400,null,8,null,17800,null,0,null,0,null
"Bosque",1981,10,-9.1,36900,-10.9,0,-100,0,-100,8,0,14400,0
"Bosque",1982,15,50,44300,20.1,4,0,33000,0,0,-100,0,-100
"Bosque",1983,11,-26.7,50800,14.7,0,-100,0,-100,8,0,18800,0
"Bosque",1984,20,81.8,53900,6.1,0,0,0,0,12,50,10600,-43.6
"Bosque",1985,11,-45,49500,-8.2,0,0,0,0,0,-100,0,-100
"Bosque",1986,6,-45.5,35300,-28.7,0,0,0,0,0,0,0,0
"Bosque",1987,8,33.3,58400,65.4,0,0,0,0,0,0,0,0
"Bosque",1988,5,-37.5,51000,-12.7,0,0,0,0,0,0,0,0
"Bosque",1989,5,0,69600,36.5,0,0,0,0,0,0,0,0
"Bosque",1990,4,-20,66200,-4.9,0,0,0,0,0,0,0,0
"Bosque",1991,2,-50,57500,-13.1,0,0,0,0,11,0,45500,0
"Bosque",1992,3,50,114700,99.5,0,0,0,0,0,-100,0,-100
"Bosque",1993,6,100,72500,-36.8,0,0,0,0,0,0,0,0
"Bosque",1994,8,33.3,74100,2.2,0,0,0,0,0,0,0,0
"Bosque",1995,12,50,59100,-20.2,3,0,56300,0,0,0,0,0
"Bosque",1996,15,25,69200,17.1,0,-100,0,-100,0,0,0,0
"Bosque",1997,6,-60,58200,-15.9,0,0,0,0,0,0,0,0
"Bosque",1998,4,-33.3,53800,-7.6,0,0,0,0,0,0,0,0
"Bosque",1999,6,50,89100,65.6,0,0,0,0,0,0,0,0
"Bosque",2000,6,0,70100,-21.3,0,0,0,0,0,0,0,0
"Bosque",2001,8,33.3,56300,-19.7,0,0,0,0,0,0,0,0
"Bosque",2002,5,-37.5,53000,-5.9,0,0,0,0,0,0,0,0
"Bosque",2003,4,-20,84600,59.6,0,0,0,0,0,0,0,0
"Bosque",2004,2,-50,90000,6.4,6,0,45800,0,0,0,0,0
"Bosque",2005,5,150,101600,12.9,0,-100,0,-100,0,0,0,0
"Bosque",2006,8,60,147200,44.9,0,0,0,0,0,0,0,0
"Bosque",2007,7,-12.5,122000,-17.1,0,0,0,0,0,0,0,0
"Bosque",2008,7,0,149000,22.1,0,0,0,0,0,0,0,0
"Bosque",2009,4,-42.9,87600,-41.2,0,0,0,0,0,0,0,0
"Bosque",2010,2,-50,131800,50.5,4,0,100000,0,0,0,0,0
"Bosque",2011,3,50,111700,-15.3,0,-100,0,-100,0,0,0,0
"Bosque",2012,2,-33.3,181600,62.6,0,0,0,0,0,0,0,0
"Bosque",2013,3,50,192600,6.1,0,0,0,0,0,0,0,0
"Bosque",2014,3,0,88300,-54.2,0,0,0,0,0,0,0,0
"Bosque",2015,1,-66.7,270000,205.8,4,0,50000,0,0,0,0,0
"Bosque",2016,1,0,40000,-85.2,0,-100,0,-100,0,0,0,0
"Bosque",2017,8,700,77800,94.5,0,0,0,0,0,0,0,0
"Bowie",1980,113,null,35200,null,63,null,25900,null,8,null,16800,null
"Bowie",1981,52,-54,40100,13.9,34,-46,15500,-40.2,12,50,23000,36.9
"Bowie",1982,82,57.7,50100,24.9,108,217.6,25200,62.6,68,466.7,20200,-12.2
"Bowie",1983,182,122,46600,-7,150,38.9,25400,0.8,60,-11.8,19500,-3.5
"Bowie",1984,150,-17.6,54700,17.4,82,-45.3,21100,-16.9,296,393.3,31500,61.5
"Bowie",1985,139,-7.3,50200,-8.2,38,-53.7,20900,-0.9,360,21.6,21200,-32.7
"Bowie",1986,152,9.4,46900,-6.6,2,-94.7,43600,108.6,0,-100,0,-100
"Bowie",1987,145,-4.6,56800,21.1,0,-100,0,-100,0,0,0,0
"Bowie",1988,124,-14.5,55600,-2.1,0,0,0,0,0,0,0,0
"Bowie",1989,120,-3.2,57600,3.6,40,0,34200,0,0,0,0,0
"Bowie",1990,114,-5,50900,-11.6,10,-75,34000,-0.6,0,0,0,0
"Bowie",1991,113,-0.9,55800,9.6,0,-100,0,-100,0,0,0,0
"Bowie",1992,142,25.7,62700,12.4,0,0,0,0,0,0,0,0
"Bowie",1993,136,-4.2,63400,1.1,4,0,31700,0,0,0,0,0
"Bowie",1994,125,-8.1,57700,-9,8,100,39600,24.9,0,0,0,0
"Bowie",1995,126,0.8,68900,19.4,16,100,42600,7.6,0,0,0,0
"Bowie",1996,121,-4,62800,-8.9,28,75,35200,-17.4,0,0,0,0
"Bowie",1997,122,0.8,65400,4.1,8,-71.4,39000,10.8,0,0,0,0
"Bowie",1998,78,-36.1,59900,-8.4,4,-50,45300,16.2,0,0,0,0
"Bowie",1999,117,50,69700,16.4,4,0,33500,-26,0,0,0,0
"Bowie",2000,102,-12.8,81500,16.9,156,3800,25400,-24.2,0,0,0,0
"Bowie",2001,115,12.7,99400,22,4,-97.4,52500,106.7,0,0,0,0
"Bowie",2002,124,7.8,85800,-13.7,18,350,46900,-10.7,0,0,0,0
"Bowie",2003,188,51.6,104100,21.3,99,450,48100,2.6,112,0,67700,0
"Bowie",2004,154,-18.1,100000,-3.9,58,-41.4,43900,-8.7,8,-92.9,36300,-46.4
"Bowie",2005,136,-11.7,119400,19.4,20,-65.5,51100,16.4,0,-100,0,-100
"Bowie",2006,99,-27.2,117600,-1.5,23,15,61000,19.4,0,0,0,0
"Bowie",2007,134,35.4,76200,-35.2,15,-34.8,53400,-12.5,129,0,52800,0
"Bowie",2008,76,-43.3,100500,31.9,8,-46.7,56900,6.6,0,-100,0,-100
"Bowie",2009,172,126.3,101100,0.6,24,200,58500,2.8,0,0,0,0
"Bowie",2010,61,-64.5,147800,46.2,15,-37.5,62200,6.3,116,0,26500,0
"Bowie",2011,46,-24.6,143700,-2.8,14,-6.7,83900,34.9,256,120.7,43200,63
"Bowie",2012,77,67.4,119000,-17.2,39,178.6,59500,-29.1,16,-93.8,25000,-42.1
"Bowie",2013,59,-23.4,143700,20.8,2,-94.9,60000,0.8,16,0,35600,42.4
"Bowie",2014,95,61,89000,-38.1,6,200,66700,11.2,0,-100,0,-100
"Bowie",2015,25,-73.7,251600,182.7,4,-33.3,33400,-49.9,256,0,42500,0
"Bowie",2016,73,192,183700,-27,0,-100,0,-100,0,-100,0,-100
"Bowie",2017,53,-27.4,166300,-9.5,0,0,0,0,100,0,27100,0
"Brazoria",1980,1093,null,54200,null,38,null,34500,null,490,null,14000,null
"Brazoria",1981,868,-20.6,53900,-0.6,72,89.5,26200,-24.1,739,50.8,16900,20.7
"Brazoria",1982,1091,25.7,52500,-2.6,22,-69.4,33500,27.9,361,-51.2,17900,5.9
"Brazoria",1983,1594,46.1,59600,13.5,26,18.2,50000,49.3,725,100.8,23300,30.2
"Brazoria",1984,1707,7.1,60700,1.8,76,192.3,24100,-51.8,312,-57,27500,18
"Brazoria",1985,988,-42.1,57400,-5.4,4,-94.7,32500,34.9,838,168.6,21900,-20.4
"Brazoria",1986,843,-14.7,62700,9.2,4,0,15200,-53.2,152,-81.9,22100,0.9
"Brazoria",1987,672,-20.3,76500,22,0,-100,0,-100,56,-63.2,23200,5
"Brazoria",1988,682,1.5,76900,0.5,0,0,0,0,12,-78.6,41700,79.7
"Brazoria",1989,680,-0.3,79100,2.9,0,0,0,0,0,-100,0,-100
"Brazoria",1990,924,35.9,79900,1,4,0,22000,0,12,0,86900,0
"Brazoria",1991,937,1.4,84600,5.9,6,50,68700,212.3,9,-25,60000,-31
"Brazoria",1992,1221,30.3,83800,-0.9,16,166.7,37700,-45.1,226,2411.1,28800,-52
"Brazoria",1993,1257,2.9,91100,8.7,6,-62.5,40600,7.7,125,-44.7,32900,14.2
"Brazoria",1994,1106,-12,82300,-9.7,6,0,67000,65,86,-31.2,32300,-1.8
"Brazoria",1995,1210,9.4,89500,8.7,4,-33.3,18500,-72.4,152,76.7,26300,-18.6
"Brazoria",1996,1633,35,95800,7,6,50,44700,141.6,91,-40.1,41700,58.6
"Brazoria",1997,1778,8.9,100600,5,2,-66.7,50900,13.9,0,-100,0,-100
"Brazoria",1998,1960,10.2,106300,5.7,102,5000,38900,-23.6,570,0,54400,0
"Brazoria",1999,1717,-12.4,108700,2.3,78,-23.5,54600,40.4,188,-67,49400,-9.2
"Brazoria",2000,1903,10.8,148300,36.4,2,-97.4,58100,6.4,180,-4.3,54400,10.1
"Brazoria",2001,2405,26.4,142900,-3.6,0,-100,0,-100,0,-100,0,-100
"Brazoria",2002,2738,13.8,160800,12.5,0,0,0,0,343,0,45800,0
"Brazoria",2003,3025,10.5,167500,4.2,0,0,0,0,166,-51.6,48700,6.3
"Brazoria",2004,3288,8.7,169300,1.1,28,0,53700,0,1051,533.1,42300,-13.1
